,paragraph,category,source
120,"ProfessorUche Uwaleke, Nigeria’s first Professor of Capital Market Studies, is set to receive an honorary award at the inaugural Nairametrics Capital Market Choice Awards scheduled to in Lagos.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
121,"The award, organised by Nairametrics Financial Advocates Limited, aims to recognise individuals and institutions involved in the development of Nigeria’s capital market.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
122,"According to the organisers, Uwaleke is being recognised for his contributions to bridging the gap between academic research and capital market practice, particularly in the areas of investor education and financial market policy.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
123,He is also expected to attend the event as a special guest and present some of the awards to other recipients.,National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
124,"Uwaleke currently serves as the pioneer Director of the Institute of Capital Market Studies and the founding Head of the Securities and Investment Management Department at Nasarawa State University, Keffi. He is also the pioneer President of the Capital Market Academics of Nigeria.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
125,"In addition to his academic roles, he is Special Adviser to the Chairman of the Senate Committee on Capital Market and Institutions and a consultant to the House Committee on Capital Market.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
126,"He is a former Chief Economist and Director of Research at the Securities and Exchange Commission (SEC) Nigeria and has served on several capital market-related committees, including the Nigerian Stock Exchange Advisory Committee and the SEC Committee of Experts on Capital Market Studies in Nigerian Universities.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
127,Uwaleke was also the lead consultant for the National Debt Management Framework (2023–2027) developed by the Debt Management Office.,National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
128,"He has authored several publications on Nigeria’s capital market, including 10Ps of the Nigerian Capital Market and a book on the country’s non-interest capital market.",National,https://thesun.ng/uwaleke-to-receive-nairametrics-award-for-contributions-to-capital-market-academia/
129,"From Charity Nwakaudu,Abuja",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
130,"Senate President Godswill Akpabio has announced that the Raw Materials Research and Development Council (RMRDC) Amendment Bill, mandating a minimum 30% value addition for raw materials before export, will be passed into law by the week of May 26.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
131,"Speaking at the 2025 Africa Materials Summit in Abuja, themed “Shaping the Future of Africa’s Resource Landscape,” Akpabio, represented by Senator Abbas Aminu Iya, emphasised the need to industrialise Nigeria using its natural resources.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
132,"“This groundbreaking bill mandates that no raw material of Nigerian origin shall be exported without undergoing a minimum of 30% local value addition—whether through processing, refining, packaging, or industrial transformation,” Akpabio said.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
133,"He clarified that the legislation aims to boost domestic enterprise, create jobs, attract capital, and build resilient value chains, not to hinder trade. “We must reject the historic pattern in which Africa merely supplies inputs while others reap the benefits of innovation, branding, and global market control,” he added.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
134,"Akpabio commended the RMRDC for its leadership in research and resource mapping, urging a shift from exporting raw potential to creating value. “The future of Africa lies not beneath our soil—but in what we do with what lies beneath,” he said.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
135,"Minister of Innovation, Science and Technology, Chief Uche Nnaji, described value addition as essential for wealth creation, youth empowerment, and economic sovereignty. “The Ministry is proud to support Nigeria’s 30% Minimum Value-Addition Policy,” he said.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
136,"RMRDC Director General, Professor Nnanyelugo Ike-Muonso, called the summit a proclamation of Africa’s industrial independence.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
137,"“Since the inception of President Bola Tinubu’s administration, his policy support has made our benchmark on value addition clear. The proposed bill aligns with ECOWAS thresholds,” he said, stressing that the 30% minimum is a standard, not an aspiration.",National,https://thesun.ng/senate-to-pass-30-value-addition-bill-next-week-akpabio/
138,"From Adesuwa Tsan,Abuja",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
139,"The confirmation followed the adoption of a report by Senator Cyril Fasuyi, Chairman of the Senate Committee on Establishment and Public Service, during plenary.",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
140,"Kalu’s nomination was initially deferred in March 2025 due to a petition, with the Senate confirming 12 of 13 NASC nominees, excluding the South-East representative. Fasuyi explained that the petition, filed by a former NASC member, was reviewed and resolved by the Senate Committee on Ethics, Code of Conduct, and Public Petitions.",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
141,"The committee’s findings, submitted on March 27, and further screening by Fasuyi’s committee, deemed Kalu suitable for the role.",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
142,"“The committee recommends that the Senate confirm the nomination of Dr. Nnanna Uzor Kalu as commissioner representing the South-East in the National Assembly Service Commission,” Fasuyi said.",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
143,"Senate President Godswill Akpabio praised the committees for their thorough handling of the matter. “I thank the chairman of the establishment committee as well as the chairman of the ethics and privileges committee for ensuring that justice was done,” he said.",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
144,"Akpabio congratulated Kalu and urged him to serve with fairness, duty, and commitment to national unity, in line with the Constitution.",National,https://thesun.ng/senate-confirms-nnanna-uzor-kalu-as-nasc-commissioner-for-south-east/
145,"From Juliana Taiwo-Obalonye,Abuja",National,https://thesun.ng/tinubus-2nd-anniversary-wike-sets-19-day-project-commissioning-timeline/
146,"The decision was made during the FCTA’s 14th Executive Committee meeting on Tuesday, May 20, according to Lere Olayinka, Wike’s Senior Special Assistant on Public Communications and Social Media.",National,https://thesun.ng/tinubus-2nd-anniversary-wike-sets-19-day-project-commissioning-timeline/
147,"Wike stated, “The commissioning of projects will commence on June 10, 2025, and will go on for 19 days.” Projects slated for inauguration include the renovated Abuja International Conference Centre, bus terminals in Kugbo and Mabushi, and the Apo-Wassa road.",National,https://thesun.ng/tinubus-2nd-anniversary-wike-sets-19-day-project-commissioning-timeline/
148,"Others are the N16 interchange connecting Maitama through Katampe to Jahi, the Inner Northern Expressway from Ring Road 3 (Idu to Kubwa), CN8 from N5 (Obafemi Awolowo Way) to the Court of Appeal, the N20 Flyover at Onnex Kubwa, and Life Junction to Ring Road III. Additional projects include Kabulsa-Takushara and Kabusa-Ketti access roads, Giri District access road, a 15km road from A2 Junction (Abuja-Lokoja Road) to Pai in Kwali Area Council, and roads in Ushafa, War College, and Army Checkpoint in Bwari Area Council.",National,https://thesun.ng/tinubus-2nd-anniversary-wike-sets-19-day-project-commissioning-timeline/
149,"The FCTA Executive Committee also approved a contract to upgrade streetlights on the Nnamdi Azikiwe Expressway (Ring Road I). Richard Dauda, Acting Executive Secretary of the Federal Capital Development Authority (FCDA), noted that the project, among seven approved memos, involves modernising obsolete streetlights on the 14km, 10-lane expressway from Maitama to Gudu.",National,https://thesun.ng/tinubus-2nd-anniversary-wike-sets-19-day-project-commissioning-timeline/
